molecule_name,pEC50
CNP0256685,4.830681949
CNP0208865,4.830747349
CNP0031876,4.830830557
CNP0285942,4.830922314
CNP0209332,4.830953508
CNP0293129,4.830953508
CNP0364153,4.830973389
CNP0431808,4.830987677
CNP0248688,4.831025488
CNP0009411,4.831076891
CNP0336783,4.831168861
CNP0285527,4.831251045
CNP0264548,4.831299942
CNP0399543,4.831339298
CNP0317905,4.831397082
CNP0361478,4.831397082
CNP0307355,4.831536651
CNP0184954,4.831649043
CNP0077979,4.831804206
CNP0077980,4.831804206
CNP0311419,4.831804206
CNP0425745,4.831804206
CNP0005227,4.831810417
CNP0416948,4.831866337
CNP0385752,4.83195875
CNP0186126,4.832107703
CNP0198708,4.832349906
CNP0246878,4.832444768
CNP0261981,4.832533775
CNP0297603,4.832533775
CNP0317388,4.832533775
CNP0078535,4.832540289
CNP0078535,4.832540289
CNP0367274,4.832604382
CNP0300208,4.832620789
CNP0300511,4.83267378
CNP0271232,4.832674917
CNP0002874,4.832862899
CNP0356894,4.832946173
CNP0423752,4.832963468
CNP0421843,4.833012937
CNP0436035,4.833201809
CNP0309913,4.833389222
CNP0277614,4.833470167
CNP0430375,4.833516886
CNP0465874,4.833596605
CNP0280222,4.833711122
CNP0310657,4.833711122
CNP0411716,4.833711122
CNP0352049,4.833756159
CNP0026916,4.833994685
CNP0362326,4.833999016
CNP0003352,4.834037353
CNP0350126,4.834108506
CNP0320208,4.834120283
CNP0371808,4.83421213
CNP0193333,4.834406797
CNP0374757,4.834406797
CNP0204191,4.834465774
CNP0326649,4.834554782
CNP0104007,4.834643976
CNP0296194,4.83465548
CNP0296537,4.83465548
CNP0333986,4.83465548
CNP0363543,4.83465548
CNP0368100,4.83465548
CNP0218520,4.834820663
CNP0185584,4.834902788
CNP0286183,4.834949946
CNP0240030,4.834957708
CNP0260635,4.835272129
CNP0348535,4.835272129
CNP0428616,4.83536508
CNP0079300,4.835557652
CNP0095856,4.835557652
CNP0079300,4.835557652
CNP0030422,4.835562212
CNP0218479,4.835700962
CNP0272158,4.835700962
CNP0227083,4.835738934
CNP0307720,4.835738934
CNP0420693,4.835738934
CNP0079469,4.835826281
CNP0079470,4.835826281
CNP0349542,4.835859975
CNP0198770,4.835883636
CNP0257760,4.835922094
CNP0087915,4.836120682
CNP0087915,4.836120682
CNP0348071,4.836213052
CNP0329969,4.83627293
CNP0327858,4.836318922
CNP0455072,4.836318922
CNP0405071,4.836364103
CNP0394141,4.836490746
CNP0182248,4.836624661
CNP0216676,4.836624661
CNP0267878,4.836624661
CNP0323096,4.836624661
CNP0319601,4.836708086
CNP0239950,4.836711989
CNP0214623,4.836770643
CNP0231360,4.836866361
CNP0427656,4.836999557
CNP0203952,4.837004481
CNP0210036,4.837004481
CNP0309097,4.837222504
CNP0287169,4.837259729
CNP0185278,4.837336517
CNP0253877,4.837401225
CNP0184808,4.837461125
CNP0202321,4.8374641
CNP0240880,4.837525896
CNP0337967,4.837553131
CNP0386543,4.837553131
CNP0278994,4.837621686
CNP0201031,4.83764882
CNP0283757,4.837654668
CNP0345774,4.837751711
CNP0423606,4.837857866
CNP0394814,4.83789997
CNP0273858,4.837911968
CNP0018740,4.838001911
CNP0218833,4.838019302
CNP0377863,4.838098115
CNP0244852,4.838118743
CNP0245289,4.838118743
CNP0001914,4.83825037
CNP0266198,4.838354161
CNP0266062,4.838377302
CNP0080499,4.838385833
CNP0080500,4.838385833
CNP0436663,4.83850364
CNP0316097,4.83876624
CNP0200796,4.838803778
CNP0428225,4.838805913
CNP0267820,4.838961974
CNP0322564,4.838980307
CNP0203469,4.839181878
CNP0265459,4.839274629
CNP0403872,4.839575439
CNP0203959,4.8395898
CNP0301380,4.8395898
CNP0313928,4.839619472
CNP0228229,4.839780276
CNP0356523,4.839812091
CNP0281207,4.839867499
CNP0190623,4.839987612
CNP0299868,4.839987612
CNP0301832,4.839987612
CNP0348172,4.840198524
CNP0197289,4.840234576
CNP0184395,4.840340245
CNP0185837,4.840369155
CNP0090094,4.840489672
CNP0182423,4.840616169
CNP0340737,4.840677701
CNP0383255,4.840783529
CNP0269336,4.840871882
CNP0198886,4.841010909
CNP0218810,4.841010909
CNP0086028,4.841029911
CNP0086023,4.841029911
CNP0419482,4.841093022
CNP0210924,4.841103042
CNP0219813,4.841112175
CNP0347666,4.841112175
CNP0291241,4.841256561
CNP0184314,4.841333511
CNP0193377,4.841333511
CNP0266466,4.841631155
CNP0364725,4.841631155
CNP0080604,4.841632563
CNP0080605,4.841632563
CNP0402502,4.841750348
CNP0075993,4.841866928
CNP0075993,4.841866928
CNP0312810,4.841866928
CNP0254698,4.842071244
CNP0300756,4.842165357
CNP0080106,4.842326449
CNP0080179,4.842326449
CNP0357721,4.842326449
CNP0080105,4.842326449
CNP0080176,4.842326449
CNP0196381,4.842341143
CNP0413388,4.842341143
CNP0281225,4.842650651
CNP0181194,4.842839705
CNP0281969,4.842980742
CNP0417123,4.843061522
CNP0345012,4.843191672
CNP0294216,4.84319594
CNP0450260,4.84319594
CNP0330342,4.843203099
CNP0192148,4.843281515
CNP0223181,4.843293962
CNP0336150,4.843293962
CNP0279176,4.843311728
CNP0283697,4.843388389
CNP0342009,4.843670103
CNP0359242,4.843670103
CNP0220690,4.843789425
CNP0307863,4.843789425
CNP0018637,4.843819072
CNP0078117,4.84403617
CNP0087383,4.84403617
CNP0087507,4.84403617
CNP0089442,4.84403617
CNP0093020,4.84403617
CNP0096500,4.84403617
CNP0099098,4.84403617
CNP0100212,4.84403617
CNP0281055,4.84403617
CNP0293980,4.84403617
CNP0368150,4.84403617
CNP0418421,4.84403617
CNP0078120,4.84403617
CNP0087381,4.84403617
CNP0087507,4.84403617
CNP0323787,4.844091533
CNP0207200,4.844266117
CNP0391129,4.844319962
CNP0384765,4.844350419
CNP0382744,4.84462528
CNP0225767,4.844663583
CNP0215231,4.84472617
CNP0305045,4.84472617
CNP0324639,4.84472617
CNP0281955,4.844905185
CNP0324275,4.844905185
CNP0276409,4.845010359
CNP0238513,4.845348297
CNP0079414,4.84539623
CNP0079415,4.84539623
CNP0192410,4.845405657
CNP0201642,4.845405657
CNP0278071,4.845405657
CNP0312551,4.845405657
CNP0334549,4.845405657
CNP0017732,4.845529608
CNP0188391,4.845583987
CNP0431496,4.845716338
CNP0187953,4.84584521
CNP0220408,4.845947749
CNP0026010,4.84603586
CNP0333580,4.84617391
CNP0291844,4.846179161
CNP0423747,4.846344763
CNP0370912,4.846358898
CNP0274895,4.846608989
CNP0328120,4.846608989
CNP0458751,4.846615223
CNP0247543,4.846619564
CNP0277068,4.846633642
CNP0104720,4.846716902
CNP0245765,4.846750583
CNP0279216,4.846833937
CNP0394861,4.847137202
CNP0077661,4.847153662
CNP0077659,4.847153662
CNP0412233,4.847160232
CNP0285948,4.847203223
CNP0289952,4.847233444
CNP0303698,4.847318152
CNP0385125,4.847566138
CNP0417040,4.847589203
CNP0428333,4.847623848
CNP0364551,4.847630229
CNP0342043,4.847699696
CNP0364383,4.847699696
CNP0258169,4.847771233
CNP0369036,4.847771233
CNP0093333,4.847771953
CNP0232274,4.847933616
CNP0246437,4.847957961
CNP0290100,4.848127685
CNP0301075,4.84816186
CNP0391505,4.848290038
CNP0202965,4.848310908
CNP0321607,4.848390049
CNP0292436,4.848392017
CNP0212147,4.848528105
CNP0286736,4.848528105
CNP0323607,4.848528105
CNP0330080,4.848528105
CNP0335414,4.848528105
CNP0355095,4.848528105
CNP0308416,4.848632326
CNP0337523,4.84865395
CNP0195264,4.848704617
CNP0319442,4.848770294
CNP0234756,4.848778044
CNP0280457,4.848778044
CNP0395284,4.848801052
CNP0271436,4.848894549
CNP0238118,4.849173814
CNP0200666,4.849270976
CNP0281153,4.849270976
CNP0196388,4.849365088
CNP0259661,4.849365088
CNP0279732,4.849428411
CNP0270201,4.849581057
CNP0200106,4.849600523
CNP0429324,4.849651049
CNP0434234,4.849651049
CNP0202210,4.849808707
CNP0238738,4.849855558
CNP0088366,4.849994719
CNP0088367,4.849994719
CNP0230939,4.849994719
CNP0331298,4.850161994
CNP0316187,4.850280089
CNP0213394,4.850327783
CNP0305864,4.850517878
CNP0349389,4.850686056
CNP0415883,4.850751841
CNP0206995,4.850809899
CNP0331885,4.850809899
CNP0375445,4.850809899
CNP0213034,4.851019932
CNP0257648,4.851277466
CNP0193641,4.851344447
CNP0265635,4.85152007
CNP0299998,4.85152007
CNP0386661,4.851538358
CNP0301963,4.851637678
CNP0416002,4.851665487
CNP0271641,4.851686887
CNP0370798,4.851686887
CNP0302073,4.851751266
CNP0277093,4.851884159
CNP0214041,4.851984799
CNP0205354,4.852138196
CNP0197067,4.852249326
CNP0243933,4.8523972
CNP0278328,4.852486248
CNP0190284,4.852507647
CNP0255700,4.852507647
CNP0281947,4.852507647
CNP0383791,4.852507647
CNP0427087,4.852507647
CNP0296112,4.852554718
CNP0252075,4.852837659
CNP0300560,4.852877537
CNP0088065,4.853027444
CNP0088065,4.853027444
CNP0257274,4.853086292
CNP0236402,4.853115513
CNP0465362,4.8531314
CNP0361181,4.853278967
CNP0284038,4.853497363
CNP0000098,4.853604737
CNP0000291,4.853604737
CNP0000099,4.853604737
CNP0318440,4.853674497
CNP0258987,4.853871306
CNP0435709,4.853887916
CNP0315694,4.853978271
CNP0271241,4.854023797
CNP0197814,4.854115732
CNP0243451,4.854115732
CNP0325467,4.854115732
CNP0187726,4.854138104
CNP0314135,4.854138104
CNP0345014,4.854138104
CNP0352403,4.854138104
CNP0372043,4.854183058
CNP0307265,4.854273653
CNP0344587,4.854273653
CNP0308265,4.854338303
CNP0361973,4.854355629
CNP0324174,4.854380505
CNP0199777,4.854404918
CNP0365733,4.854406833
CNP0232348,4.854486941
CNP0307943,4.854486941
CNP0208628,4.854636645
CNP0288283,4.854653438
CNP0323038,4.854757911
CNP0372479,4.854804934
CNP0232517,4.854906954
CNP0264789,4.854960559
CNP0475052,4.855122707
CNP0267355,4.855186832
CNP0331926,4.855212895
CNP0230598,4.855316502
CNP0181157,4.855396896
CNP0309485,4.85541188
CNP0029690,4.855416892
CNP0024667,4.855472051
CNP0097470,4.855546496
CNP0243030,4.85555389
CNP0189532,4.855723658
CNP0272023,4.855737552
CNP0289432,4.855737552
CNP0380085,4.855737552
CNP0079274,4.855749343
CNP0244407,4.855749343
CNP0424651,4.855749343
CNP0079275,4.855749343
CNP0239582,4.855852363
CNP0312132,4.855852363
CNP0308433,4.855875147
CNP0326218,4.855966534
CNP0254031,4.856018163
CNP0103693,4.856035875
CNP0314526,4.856096424
CNP0290911,4.856179329
CNP0085741,4.856185017
CNP0085744,4.856185017
CNP0199447,4.856208283
CNP0280162,4.856208283
CNP0256746,4.856355837
CNP0271067,4.856355837
CNP0240351,4.856385708
CNP0272988,4.856385708
CNP0206040,4.85650028
CNP0190803,4.856519524
CNP0222727,4.856540962
CNP0260444,4.856540962
CNP0087179,4.856588103
CNP0250767,4.856588103
CNP0087180,4.856588103
CNP0194179,4.856633323
CNP0081523,4.856677081
CNP0081523,4.856677081
CNP0346623,4.856677081
CNP0197016,4.856706867
CNP0193527,4.856732975
CNP0206246,4.856732975
CNP0425377,4.856878647
CNP0356529,4.857062165
CNP0473941,4.857121624
CNP0182143,4.857126979
CNP0332405,4.857341989
CNP0221896,4.857369624
CNP0249914,4.857369624
CNP0384744,4.857369624
CNP0358309,4.85757976
CNP0206057,4.857602641
CNP0233810,4.857602641
CNP0290158,4.857602641
CNP0395656,4.857602641
CNP0241948,4.857633698
CNP0191534,4.857648279
CNP0327211,4.857648279
CNP0197749,4.857663145
CNP0204955,4.857663145
CNP0286638,4.857663145
CNP0339114,4.857663145
CNP0434122,4.857743954
CNP0227629,4.857755196
CNP0231422,4.857755196
CNP0405753,4.857755196
CNP0203396,4.858186862
CNP0242840,4.858186862
CNP0246691,4.858186862
CNP0313976,4.858186862
CNP0325974,4.858186862
CNP0359768,4.858186862
CNP0206811,4.858193673
CNP0212428,4.858193673
CNP0288737,4.85821953
CNP0244785,4.858303433
CNP0285697,4.858419359
CNP0078339,4.85841974
CNP0078340,4.85841974
CNP0099865,4.858535067
CNP0078947,4.858635166
CNP0078948,4.858635166
CNP0347888,4.858771983
CNP0238600,4.858819599
CNP0272399,4.8588266
CNP0193300,4.85893282
CNP0332342,4.85893282
CNP0229756,4.858964879
CNP0198545,4.858966709
CNP0290084,4.858966709
CNP0312217,4.859023117
CNP0181245,4.859049202
CNP0293548,4.859056898
CNP0280528,4.85914541
CNP0198365,4.85919736
CNP0252651,4.85919736
CNP0323625,4.85919736
CNP0370179,4.85919736
CNP0194081,4.859568317
CNP0420668,4.859777375
CNP0183480,4.859859817
CNP0428821,4.859873902
CNP0333104,4.859878155
CNP0427107,4.859931123
CNP0226789,4.860124147
CNP0214095,4.860360249
CNP0269632,4.860414295
CNP0272040,4.860618334
CNP0104203,4.86062811
CNP0460563,4.860704916
CNP0445677,4.860818993
CNP0469962,4.860818993
CNP0428466,4.860879683
CNP0279087,4.860908596
CNP0277184,4.860916129
CNP0416896,4.860916129
CNP0420276,4.860916129
CNP0294870,4.860926755
CNP0245474,4.861286935
CNP0367417,4.861331971
CNP0315372,4.861346741
CNP0344278,4.861394914
CNP0206620,4.861455171
CNP0225415,4.861754677
CNP0305936,4.861786668
CNP0222602,4.861827669
CNP0385511,4.86189488
CNP0079150,4.861897083
CNP0079144,4.861897083
CNP0320521,4.86195448
CNP0398906,4.862017782
CNP0087987,4.862084792
CNP0088284,4.862084792
CNP0088476,4.862084792
CNP0089104,4.862084792
CNP0089246,4.862084792
CNP0089856,4.862084792
CNP0089874,4.862084792
CNP0090042,4.862084792
CNP0090067,4.862084792
CNP0090183,4.862084792
CNP0090287,4.862084792
CNP0090468,4.862084792
CNP0091080,4.862084792
CNP0091421,4.862084792
CNP0091480,4.862084792
CNP0091647,4.862084792
CNP0091726,4.862084792
CNP0091881,4.862084792
CNP0092025,4.862084792
CNP0092443,4.862084792
CNP0092738,4.862084792
CNP0092985,4.862084792
CNP0093059,4.862084792
CNP0093493,4.862084792
CNP0094644,4.862084792
CNP0095569,4.862084792
CNP0095604,4.862084792
CNP0095746,4.862084792
CNP0095815,4.862084792
CNP0096046,4.862084792
CNP0096128,4.862084792
CNP0096291,4.862084792
CNP0096332,4.862084792
CNP0096720,4.862084792
CNP0096903,4.862084792
CNP0097035,4.862084792
CNP0097407,4.862084792
CNP0097565,4.862084792
CNP0097681,4.862084792
CNP0097888,4.862084792
CNP0097900,4.862084792
CNP0098625,4.862084792
CNP0098642,4.862084792
CNP0098676,4.862084792
CNP0098808,4.862084792
CNP0099371,4.862084792
CNP0099413,4.862084792
CNP0100028,4.862084792
CNP0100416,4.862084792
CNP0100981,4.862084792
CNP0101228,4.862084792
CNP0101246,4.862084792
CNP0101799,4.862084792
CNP0102390,4.862084792
CNP0102515,4.862084792
CNP0191351,4.862084792
CNP0202370,4.862084792
CNP0213006,4.862084792
CNP0213045,4.862084792
CNP0216922,4.862084792
CNP0217163,4.862084792
CNP0227577,4.862084792
CNP0229589,4.862084792
CNP0231023,4.862084792
CNP0233406,4.862084792
CNP0237000,4.862084792
CNP0241506,4.862084792
CNP0246647,4.862084792
CNP0257075,4.862084792
CNP0272372,4.862084792
CNP0283428,4.862084792
CNP0284053,4.862084792
CNP0285700,4.862084792
CNP0286629,4.862084792
CNP0295704,4.862084792
CNP0296701,4.862084792
CNP0306332,4.862084792
CNP0310494,4.862084792
CNP0320025,4.862084792
CNP0328906,4.862084792
CNP0332432,4.862084792
CNP0333602,4.862084792
CNP0339761,4.862084792
CNP0345108,4.862084792
CNP0350923,4.862084792
CNP0355613,4.862084792
CNP0361050,4.862084792
CNP0362357,4.862084792
CNP0362859,4.862084792
CNP0367436,4.862084792
CNP0371979,4.862084792
CNP0379527,4.862084792
CNP0385539,4.862084792
CNP0400074,4.862084792
CNP0404729,4.862084792
CNP0407986,4.862084792
CNP0415292,4.862084792
CNP0416201,4.862084792
CNP0416561,4.862084792
CNP0416914,4.862084792
CNP0418665,4.862084792
CNP0419680,4.862084792
CNP0420826,4.862084792
CNP0421304,4.862084792
CNP0421321,4.862084792
CNP0421401,4.862084792
CNP0421551,4.862084792
CNP0421631,4.862084792
CNP0421672,4.862084792
CNP0421754,4.862084792
CNP0421863,4.862084792
CNP0421919,4.862084792
CNP0422954,4.862084792
CNP0423312,4.862084792
CNP0423444,4.862084792
CNP0087988,4.862084792
CNP0088285,4.862084792
CNP0088476,4.862084792
CNP0089104,4.862084792
CNP0258092,4.862207091
CNP0257968,4.862627125
CNP0195200,4.862642669
CNP0197428,4.862642669
CNP0236901,4.862678334
CNP0307387,4.862700188
CNP0078162,4.862721725
CNP0078161,4.862721725
CNP0284086,4.862874224
CNP0323250,4.862874224
CNP0316515,4.862889291
CNP0232548,4.863149532
CNP0272540,4.863161263
CNP0238002,4.863194234
CNP0312151,4.863373225
CNP0313815,4.863383461
CNP0309718,4.863391537
CNP0324005,4.863459651
CNP0423856,4.863530127
CNP0260492,4.863533797
CNP0311093,4.863533797
CNP0269629,4.863616743
CNP0242497,4.863688057
CNP0239787,4.863728158
CNP0246812,4.863731227
CNP0428509,4.8637553
CNP0428708,4.8637553
CNP0435793,4.8637553
CNP0438304,4.8637553
CNP0195990,4.863851068
CNP0185104,4.863942004
CNP0194376,4.863942004
CNP0270612,4.863942004
CNP0289941,4.864036083
CNP0192112,4.864153431
CNP0337804,4.864153431
CNP0465208,4.864288982
CNP0425497,4.864289202
CNP0426272,4.864289202
CNP0240315,4.864298153
CNP0079469,4.864303198
CNP0079474,4.864303198
CNP0214111,4.864305045
CNP0406383,4.864305045
CNP0425484,4.864305045
CNP0255879,4.864579498
CNP0283455,4.864730465
CNP0295554,4.864730465
CNP0329266,4.864783077
CNP0360871,4.864823365
CNP0380575,4.86487302
CNP0318015,4.864926886
CNP0346583,4.864974668
CNP0421450,4.865009639
CNP0077974,4.865071559
CNP0077974,4.865071559
CNP0181502,4.865116496
CNP0248787,4.865165598
CNP0001510,4.865172097
CNP0269356,4.865183495
CNP0333161,4.865215055
CNP0226884,4.865216163
CNP0228416,4.865216163
CNP0246240,4.865277693
CNP0334409,4.865295166
CNP0338475,4.865303142
CNP0186828,4.865335894
CNP0216204,4.865335894
CNP0377334,4.865335894
CNP0404746,4.865335894
CNP0094800,4.865435406
CNP0221309,4.865435406
CNP0252773,4.865435406
CNP0421418,4.865435406
CNP0023921,4.865436929
CNP0276041,4.865452383
CNP0277734,4.865452383
CNP0309515,4.865741967
CNP0190345,4.86576692
CNP0200807,4.86576692
CNP0234558,4.86576692
CNP0235192,4.86576692
CNP0246083,4.86576692
CNP0294417,4.86576692
CNP0353276,4.86576692
CNP0374716,4.86576692
CNP0376555,4.86576692
CNP0210759,4.865840656
CNP0348654,4.865908152
CNP0181874,4.865993465
CNP0244217,4.866142827
CNP0404264,4.86620703
CNP0250123,4.866285091
CNP0078942,4.866378305
CNP0078942,4.866378305
CNP0204043,4.866593776
CNP0304302,4.866644241
CNP0358929,4.866730993
CNP0318901,4.866778474
CNP0326996,4.866783174
CNP0270854,4.866876123
CNP0243611,4.866881532
CNP0303433,4.86711427
CNP0325129,4.86711427
CNP0271259,4.867160361
CNP0247388,4.867256374
CNP0220928,4.86736759
CNP0021823,4.867419273
CNP0271055,4.867480246
CNP0351642,4.867480246
CNP0427996,4.867494469
CNP0377065,4.867538651
CNP0329888,4.867574678
CNP0005230,4.867673714
CNP0008985,4.867764883
CNP0442887,4.867772937
CNP0225508,4.867916089
CNP0091998,4.867944196
CNP0194192,4.868037283
CNP0373029,4.868091628
CNP0247261,4.868142743
CNP0315773,4.868331217
CNP0287462,4.868376988
CNP0077662,4.868393232
CNP0077663,4.868393232
CNP0098557,4.868660007
CNP0251501,4.868748319
CNP0308199,4.868756076
CNP0319035,4.86878298
CNP0269583,4.868800964
CNP0321987,4.868804087
CNP0246511,4.868832363
CNP0194448,4.868865431
CNP0291277,4.868914411
CNP0214067,4.868937327
CNP0237239,4.869122586
CNP0355650,4.869132013
CNP0308166,4.869164202
CNP0380293,4.869240057
CNP0309092,4.869271677
CNP0262921,4.8693368
CNP0241158,4.869381128
CNP0295817,4.869559991
CNP0086595,4.869638196
CNP0086596,4.869638196
CNP0194329,4.869674119
CNP0240362,4.869674119
CNP0309416,4.869776018
CNP0273761,4.86982381
CNP0395931,4.869863949
CNP0201065,4.869887965
CNP0239558,4.869887965
CNP0201907,4.869917321
CNP0271334,4.870098898
CNP0273098,4.870140755
CNP0427446,4.870153596
CNP0309915,4.870185156
CNP0327831,4.870246466
CNP0346191,4.870246466
CNP0406406,4.870246466
CNP0322193,4.870323652
CNP0221459,4.87039972
CNP0343890,4.870527874
CNP0211185,4.870638316
CNP0186527,4.870756815
CNP0221685,4.870756815
CNP0303139,4.870756815
CNP0305958,4.870756815
CNP0390672,4.870756815
CNP0184183,4.870842863
CNP0219372,4.870944227
CNP0232508,4.870944227
CNP0278514,4.870944227
CNP0322873,4.870944227
CNP0326732,4.871012254
CNP0079507,4.871115355
CNP0268841,4.871115355
CNP0079507,4.871115355
CNP0316807,4.871183477
CNP0323242,4.871223107
CNP0226019,4.871332509
CNP0085351,4.871668679
CNP0085351,4.871668679
CNP0262439,4.871699527
CNP0335430,4.871840543
CNP0242205,4.871880372
CNP0332139,4.87193823
CNP0386026,4.87204674
CNP0085264,4.872481578
CNP0085265,4.872481578
CNP0103665,4.872481578
CNP0355379,4.872481578
CNP0003044,4.872865543
CNP0001295,4.872868566
CNP0031416,4.872868566
CNP0380097,4.873053028
CNP0436605,4.873140708
CNP0223926,4.873200065
CNP0274285,4.873200065
CNP0272114,4.873223611
CNP0246712,4.873299729
CNP0214209,4.873318602
CNP0080785,4.873381218
CNP0080788,4.873381218
CNP0322592,4.873533057
CNP0026948,4.873599258
CNP0285516,4.873797226
CNP0437484,4.874098713
CNP0252184,4.874246816
CNP0272781,4.874277776
CNP0289557,4.87444806
CNP0294139,4.874499292
CNP0319450,4.8745585
CNP0018885,4.874578003
CNP0281591,4.874595772
CNP0335940,4.874595882
CNP0215804,4.874619057
CNP0255149,4.874656261
CNP0086722,4.874700427
CNP0086725,4.874700427
CNP0188627,4.874700427
CNP0273648,4.874700427
CNP0275278,4.874700427
CNP0305794,4.874700427
CNP0316186,4.874700427
CNP0324027,4.874735206
CNP0349834,4.874943589
CNP0254809,4.875022419
CNP0455822,4.875380005
CNP0222431,4.875494789
CNP0298228,4.875494789
CNP0005200,4.875510439
CNP0218948,4.875573364
CNP0098678,4.875633692
CNP0242398,4.875710398
CNP0098903,4.875815115
CNP0032018,4.875825747
CNP0307196,4.876007247
CNP0474728,4.876102554
CNP0080276,4.876122444
CNP0080276,4.876122444
CNP0224587,4.876122444
CNP0262150,4.876392872
CNP0247423,4.876442939
CNP0377426,4.876487994
CNP0302503,4.876691675
CNP0207689,4.876843065
CNP0287987,4.876941072
CNP0453141,4.876941072
CNP0217293,4.877023008
CNP0281265,4.877044044
CNP0426082,4.877051735
CNP0346232,4.877077235
CNP0291861,4.877186459
CNP0197350,4.87724948
CNP0240873,4.877319463
CNP0236871,4.87733064
CNP0327310,4.87733064
CNP0270661,4.877353259
CNP0434075,4.877362559
CNP0436206,4.877362559
CNP0420001,4.877540172
CNP0017357,4.877576191
CNP0421085,4.877721155
CNP0211231,4.877736097
CNP0197916,4.877810901
CNP0250218,4.877828361
CNP0016105,4.877829907
CNP0182330,4.877879391
CNP0201012,4.877879391
CNP0251230,4.877879391
CNP0358181,4.878066181
CNP0240692,4.878094416
CNP0403488,4.878094416
CNP0078749,4.878129143
CNP0078749,4.878129143
CNP0197833,4.878165572
CNP0214983,4.878165572
CNP0221007,4.878261663
CNP0260684,4.878347023
CNP0247012,4.878351416
CNP0286620,4.878364039
CNP0204190,4.878431985
CNP0212475,4.878431985
CNP0256976,4.878431985
CNP0297233,4.878431985
CNP0324937,4.878431985
CNP0427713,4.878734893
CNP0287393,4.878755351
CNP0404034,4.878755351
CNP0102065,4.878786783
CNP0237713,4.878870059
CHEMBL135,4.878884619
CNP0243265,4.879059337
CNP0081376,4.879121406
CNP0190616,4.879121406
CNP0261499,4.879121406
CNP0313414,4.879121406
CNP0386746,4.879121406
CNP0081376,4.879121406
CNP0201808,4.879211089
CNP0208646,4.879314661
CNP0234504,4.879369064
CNP0318965,4.879369064
CNP0280877,4.879371463
CNP0377457,4.879378293
CNP0285786,4.879396
CNP0383062,4.879421651
CNP0258674,4.879446382
CNP0241472,4.879466521
CNP0281447,4.879530294
CNP0300536,4.879658639
CNP0361762,4.879750028
CNP0335742,4.879801644
CNP0330470,4.879902416
CNP0356434,4.880038428
CNP0389064,4.880043876
CNP0009458,4.880047425
CNP0332146,4.880063561
CNP0359425,4.880063561
CNP0199008,4.880068105
CNP0194796,4.88011154
CNP0281925,4.88011154
CNP0332084,4.88011154
CNP0422384,4.88011154
CNP0353510,4.880157054
CNP0381704,4.880245408
CNP0468132,4.880258947
CNP0269451,4.880280647
CNP0468444,4.880332116
CNP0375090,4.880395557
CNP0405775,4.880430904
CNP0330704,4.880489751
CNP0079504,4.880517943
CNP0079499,4.880517943
CNP0354795,4.88059242
CNP0182500,4.880612465
CNP0374255,4.880623498
CNP0356107,4.880712013
CNP0080358,4.880991734
CNP0080385,4.880991734
CNP0080357,4.880991734
CNP0080382,4.880991734
CNP0327939,4.881085595
CNP0426558,4.881115245
CNP0237250,4.881164955
CNP0332949,4.881369528
CNP0417192,4.881369528
CNP0217942,4.881378583
CNP0193823,4.881440931
CNP0388542,4.881440931
CNP0347445,4.88164761
CNP0272901,4.881669841
CNP0429209,4.881759462
CNP0214062,4.881827027
CNP0204151,4.881912186
CNP0393166,4.88195319
CNP0238759,4.882078247
CNP0256663,4.882109054
CNP0214043,4.882122085
CNP0415928,4.882205836
CNP0222661,4.882245429
CNP0263647,4.882300258
CNP0330346,4.882303527
CNP0188301,4.882512019
CNP0253546,4.882675682
CNP0394055,4.882675682
CNP0306371,4.882701622
CNP0290580,4.882724776
CNP0010811,4.882942599
CNP0216951,4.882962222
CNP0363030,4.883123833
CNP0263874,4.883157957
CNP0353829,4.883176772
CNP0184626,4.883574832
CNP0217792,4.883600391
CNP0028394,4.883673933
CNP0000099,4.883674105
CNP0000099,4.883674105
CNP0000097,4.883674105
CNP0025031,4.883811868
CNP0246936,4.883907666
CNP0265234,4.883937989
CNP0251903,4.883974285
CNP0301013,4.883996622
CNP0246930,4.884051818
CNP0311873,4.884118543
CNP0210516,4.884206472
CNP0216730,4.884206472
CNP0087935,4.884283291
CNP0087935,4.884283291
CNP0096479,4.884283291
CNP0099259,4.884283291
CNP0263463,4.884522943
CNP0324424,4.884522943
CNP0459658,4.884602824
CNP0298348,4.884670045
CNP0258340,4.884680298
CNP0195552,4.884868022
CNP0257000,4.884876974
CNP0400698,4.884876974
CNP0376305,4.884895161
CNP0308090,4.884945587
CNP0355656,4.885058755
CNP0257273,4.885210208
CNP0354557,4.885263565
CNP0184740,4.885412527
CNP0188458,4.885425429
CNP0352500,4.885425429
CNP0367037,4.885502529
CNP0089427,4.885515503
CNP0089912,4.885515503
CNP0093025,4.885515503
CNP0094691,4.885515503
CNP0213546,4.885515503
CNP0306281,4.885515503
CNP0318588,4.885515503
CNP0325764,4.885515503
CNP0416426,4.885515503
CNP0416843,4.885515503
CNP0418528,4.885515503
CNP0098431,4.885576425
CNP0224604,4.885707783
CNP0238485,4.885707783
CNP0185203,4.88572805
CNP0243331,4.885733385
CNP0082937,4.885779252
CNP0082940,4.885779252
CNP0274293,4.885781948
CNP0300332,4.885789121
CNP0306129,4.885942059
CNP0425062,4.885942059
CNP0328024,4.886038312
CNP0228795,4.886055562
CNP0103424,4.886164352
CNP0188713,4.886174793
CNP0421076,4.886248136
